TIMEMS,lastbtc,lastada,lastbat,lasthot,lasttrx,lastwaves,lastxrp,lastxtz,volumebtc,volumeada,volumebat,volumehot,volumetrx,volumewaves,volumexrp,volumextz
1588604537837,62750,0.35,1.32,0.00407,0.115,7.42,1.543,19.95,1509.73,11898903.00,1834527.00,21720236292.00,23663542.00,826682.65,4238629.00,177092.29
1588604659141,62778,0.352,1.32,0.00406,0.115,7.42,1.552,19.94,1500.70,11680115.00,1834452.60,21692272839.00,23600892.00,823032.85,4230299.30,176188.94
1588604780396,62675,0.353,1.32,0.00406,0.116,7.41,1.547,19.95,1494.72,11691032.00,1823995.20,21676166088.00,23601398.00,821856.42,4239150.30,176646.88
1588604901941,62681,0.352,1.32,0.00406,0.116,7.41,1.547,19.95,1485.95,11625535.00,1815687.90,21664084639.00,23630469.00,818276.23,4231478.80,176513.54
1588605023342,62690,0.353,1.32,0.00407,0.116,7.42,1.553,19.99,1486.05,11539505.00,1814172.80,21655791710.00,23611707.00,818643.67,4224756.70,176619.91
1588605144794,62680,0.353,1.32,0.00408,0.116,7.42,1.553,19.99,1481.58,11531721.00,1811283.40,21653460756.00,23609674.00,811366.67,4167622.30,176619.91
1588605266997,62554,0.353,1.32,0.00406,0.115,7.42,1.553,19.99,1479.80,11528925.00,1808730.30,21658063125.00,23577549.00,806463.37,4145130.80,176567.38
1588605388422,62556,0.353,1.32,0.00406,0.115,7.41,1.547,19.99,1480.12,11530580.00,1805661.50,21635740968.00,23575549.00,806794.80,4144935.50,176770.30
1588605510635,62679,0.351,1.32,0.00406,0.115,7.41,1.547,19.99,1479.27,11471887.00,1805428.10,21632445739.00,23450122.00,805342.64,4135083.50,176810.11
1588605632189,62675,0.351,1.32,0.00406,0.115,7.41,1.547,19.99,1476.86,11378306.00,1803917.80,21649007309.00,23450122.00,807417.62,4135364.40,176810.11
1588605753875,62585,0.351,1.32,0.00407,0.115,7.39,1.547,19.99,1474.46,11289493.00,1790879.40,21647343620.00,23437484.00,808098.63,4131989.80,176810.11
1588605875295,62510,0.35,1.33,0.00407,0.116,7.39,1.547,19.96,1476.82,11309337.00,1786835.70,21637306006.00,23472089.00,807427.72,4114957.80,176765.03
1588605998205,62610,0.348,1.33,0.00408,0.116,7.39,1.547,19.96,1475.66,11352324.00,1756716.80,21640317138.00,23422624.00,807427.72,4114947.80,176353.23
1588606119601,62701,0.35,1.33,0.00408,0.116,7.39,1.547,19.92,1475.15,11355158.00,1755292.00,21652328519.00,23401491.00,804530.42,4114947.80,176510.68
1588606240993,62700,0.349,1.32,0.00409,0.116,7.39,1.547,19.92,1475.60,11433659.00,1749708.20,21633802491.00,23388340.00,802738.61,4114947.80,176563.73
1588606362749,62622,0.35,1.32,0.00409,0.115,7.39,1.547,19.92,1473.64,11447876.00,1731708.20,21634824570.00,23388619.00,802679.66,4111608.00,176705.35
1588606484206,62817,0.35,1.32,0.0041,0.115,7.4,1.551,19.92,1472.13,11444514.00,1731708.20,21628061718.00,23388619.00,803068.38,4112373.00,176705.35
1588606605888,62785,0.35,1.32,0.00409,0.115,7.4,1.551,19.99,1471.51,11402862.00,1732477.50,21620092863.00,23388325.00,803081.82,4110986.10,176495.22
1588606727823,62834,0.35,1.33,0.00408,0.115,7.4,1.551,19.88,1473.98,11381147.00,1732609.50,21626371219.00,23358217.00,807102.30,4109638.90,176401.33
1588606849317,62789,0.35,1.33,0.0041,0.115,7.4,1.55,20,1474.12,11372236.00,1732089.30,21616583339.00,23380134.00,805362.05,4109543.10,177367.79
1588606970813,62839,0.35,1.33,0.00409,0.115,7.4,1.549,20,1472.84,11344031.00,1732077.50,21618281237.00,23471021.00,808981.34,4110542.50,178765.41
1588607092933,62800,0.351,1.33,0.00409,0.115,7.4,1.551,19.89,1473.84,11423343.00,1732453.50,21622201309.00,23794919.00,810836.71,4112386.90,178869.10
1588607214348,62841,0.35,1.32,0.00409,0.114,7.4,1.55,19.89,1474.00,11407360.00,1740623.20,21619940791.00,23791188.00,811287.28,4074178.20,178869.10
1588607335857,62841,0.348,1.32,0.00408,0.116,7.4,1.551,20,1472.30,11416229.00,1740623.20,21622232551.00,23876128.00,810914.31,4081925.10,179198.65
1588607457757,62799,0.348,1.32,0.00408,0.116,7.4,1.551,20,1466.05,11412771.00,1740623.20,21624258612.00,23885167.00,809551.86,4081238.40,178987.57
1588607579291,62762,0.348,1.32,0.00407,0.116,7.4,1.551,20,1466.60,11386492.00,1736429.60,21620408678.00,24023858.00,810652.04,4081238.40,177044.68
1588607821527,62800,0.352,1.33,0.00407,0.115,7.4,1.551,20,1465.11,11459682.00,1748687.30,21606885567.00,24029058.00,817938.37,4061781.40,176613.83
1588607942935,62839,0.352,1.33,0.00406,0.116,7.4,1.551,20,1465.55,11541540.00,1749473.60,21613895331.00,24056090.00,817938.37,4049241.70,176613.83
1588608064218,62850,0.353,1.34,0.00405,0.116,7.4,1.548,20.01,1469.60,11657913.00,1747739.40,21624435214.00,24196060.00,817834.51,4046019.30,177069.23
1588608185464,62980,0.353,1.34,0.00406,0.116,7.43,1.551,20.06,1471.73,11647941.00,1747988.30,21630671311.00,24228796.00,826981.41,4046337.30,178063.46
1588608306745,62982,0.353,1.33,0.00406,0.116,7.43,1.552,20,1474.30,11638941.00,1731596.60,21632174054.00,24228668.00,826115.36,4023356.70,179345.77
1588608428413,62984,0.353,1.33,0.00406,0.115,7.43,1.548,20.07,1469.82,11640423.00,1730663.20,21638411049.00,24231278.00,826116.75,3975800.60,179360.71
1588608549940,62978,0.353,1.32,0.00407,0.116,7.41,1.548,19.92,1468.51,11656235.00,1730741.10,21641326948.00,24239898.00,826220.73,3979886.10,185087.23
1588608672055,62974,0.353,1.33,0.00407,0.115,7.41,1.548,20.11,1467.53,11671937.00,1732696.50,21641414718.00,24243799.00,823530.36,3967242.30,185373.67
1588608793582,62850,0.354,1.33,0.00408,0.116,7.43,1.55,20.1,1466.81,11678828.00,1733472.00,21636811414.00,24245954.00,822333.03,3961514.30,185306.34
1588608915070,62850,0.354,1.33,0.00405,0.116,7.43,1.548,20.09,1466.91,11670568.00,1733462.00,21642090896.00,24246556.00,822585.44,3956308.70,185555.22
1588609036864,62751,0.354,1.33,0.00405,0.116,7.42,1.548,20.07,1467.33,11660625.00,1733462.00,21643698896.00,24246556.00,821626.16,3962271.90,185656.07
1588609158153,62700,0.354,1.33,0.00406,0.116,7.42,1.546,20.07,1466.94,11663042.00,1733462.00,21641980622.00,24246659.00,821672.87,3964066.80,185656.07
1588609279456,62710,0.354,1.34,0.00406,0.115,7.42,1.547,19.96,1465.59,11662940.00,1733551.30,21643501384.00,24255686.00,821672.87,3970104.60,185767.23
1588609402024,62799,0.351,1.34,0.00405,0.115,7.41,1.547,19.96,1463.31,11663269.00,1733309.40,21645152857.00,24255686.00,824615.92,3970119.60,185769.22
1588609523396,62979,0.351,1.34,0.00406,0.116,7.42,1.547,19.97,1462.80,11677727.00,1732997.40,21646129987.00,24295468.00,824639.62,3969382.20,185915.30
1588609644818,62850,0.351,1.34,0.00406,0.116,7.42,1.547,19.97,1462.82,11677257.00,1732980.60,21651589327.00,24352311.00,824280.66,3966464.80,185864.01
1588609766752,62815,0.354,1.34,0.00405,0.116,7.42,1.547,19.98,1463.91,11681661.00,1732970.60,21656650905.00,24352311.00,824230.66,3965113.10,185863.65
1588609919060,62944,0.354,1.33,0.00404,0.117,7.42,1.548,19.92,1464.71,11553201.00,1738542.70,21675829353.00,24425416.00,824230.66,3953909.90,185999.46
1588610100253,62800,0.354,1.33,0.00404,0.116,7.42,1.547,19.98,1466.28,11550201.00,1732917.80,21699984017.00,24435968.00,821731.75,3954537.50,185858.65
1588610701432,62700,0.352,1.33,0.00396,0.117,7.4,1.546,19.78,1476.09,11644204.00,1741453.60,21765667175.00,24555449.00,829482.07,3959042.70,186477.78
1588611001326,62630,0.352,1.33,0.00395,0.115,7.4,1.545,19.83,1474.09,11619375.00,1739415.40,21784556165.00,24621870.00,827412.06,3951812.50,185138.79
1588611301250,62800,0.352,1.33,0.00395,0.115,7.4,1.542,19.82,1473.78,11614024.00,1739284.10,21850705289.00,24621870.00,831556.44,3953114.10,184634.30
1588611599862,62800,0.35,1.33,0.00394,0.116,7.42,1.543,19.85,1471.68,11578550.00,1739284.10,21850237038.00,24620770.00,828108.12,3952937.00,183027.92
1588612502262,62659,0.352,1.32,0.00398,0.115,7.42,1.548,19.85,1470.69,11612772.00,1760984.50,21884167949.00,24632515.00,834044.71,3940086.20,182863.13
1588614000034,62500,0.35,1.31,0.00411,0.114,7.37,1.534,19.64,1476.90,11603633.00,1838268.10,22124962915.00,25115811.00,836529.65,4000719.90,185805.70
1588614901124,62340,0.351,1.31,0.00408,0.115,7.39,1.538,19.69,1480.16,11703750.00,1848652.30,22210779911.00,25090984.00,842445.53,4016510.20,186054.35
1588615203410,62411,0.35,1.31,0.00408,0.115,7.39,1.535,19.82,1477.28,11689114.00,1848652.30,22209026086.00,24990738.00,842063.11,4004164.40,185462.81
1588615324873,62500,0.35,1.32,0.00409,0.115,7.4,1.535,19.82,1477.75,11686608.00,1848980.60,22208849231.00,24965498.00,843084.99,4003911.70,185405.39
1588615499866,62430,0.35,1.31,0.00408,0.115,7.39,1.538,19.82,1478.97,11674732.00,1843152.40,22221422043.00,24936384.00,841034.36,4008095.10,184170.96
1588615801151,62590,0.35,1.32,0.00407,0.115,7.41,1.544,19.82,1480.87,11655897.00,1843206.50,22220336463.00,24947059.00,841207.92,4018897.40,185254.60
1588616101406,62516,0.352,1.32,0.00409,0.115,7.4,1.535,19.85,1482.97,11749110.00,1859211.50,22225401890.00,24878063.00,841179.93,4004197.90,185447.96
1588616699601,62522,0.35,1.31,0.00409,0.114,7.4,1.536,19.75,1482.69,11745143.00,1859979.50,22262901482.00,24889371.00,838010.74,4002297.00,189590.11
1588616821799,62550,0.35,1.31,0.00406,0.114,7.41,1.538,19.75,1483.16,11792170.00,1851697.40,22263558919.00,24888487.00,838022.37,4002347.00,189590.11
1588616943566,62550,0.352,1.31,0.00406,0.115,7.41,1.538,19.75,1483.05,11794871.00,1851697.40,22257654839.00,24889344.00,837422.37,4002947.10,189590.11
1588617065226,62541,0.352,1.31,0.00408,0.115,7.39,1.543,19.75,1480.58,11820306.00,1851697.40,22260127958.00,24873684.00,836398.41,4004766.90,189560.11
1588617186714,62541,0.352,1.31,0.00406,0.115,7.43,1.535,19.85,1479.91,11822171.00,1836545.90,22276424129.00,24868684.00,837881.73,4004614.50,189715.86
1588617309982,62541,0.352,1.31,0.00406,0.115,7.43,1.535,19.77,1479.89,11856817.00,1833456.20,22294951071.00,25004819.00,839509.36,3999485.00,190058.62
1588617599895,62522,0.352,1.31,0.00405,0.115,7.4,1.543,19.86,1483.55,11922897.00,1805328.30,22287723775.00,25046904.00,840967.85,3979426.60,191305.30
1588617899725,62655,0.35,1.32,0.00406,0.115,7.41,1.536,19.85,1485.73,11930725.00,1818161.40,22306772675.00,25058679.00,845168.23,3985417.60,190849.64
1588618021394,62680,0.35,1.32,0.00403,0.115,7.41,1.536,19.85,1485.51,11930725.00,1818161.40,22312313167.00,25058679.00,844923.23,3978253.10,190849.64
1588618197846,62690,0.352,1.32,0.00405,0.115,7.41,1.534,19.85,1484.25,11923034.00,1818161.40,22316120914.00,25058679.00,844893.82,3977950.20,190849.13
1588618500249,62792,0.352,1.32,0.00404,0.116,7.41,1.535,19.85,1484.11,11938058.00,1818451.10,22320929951.00,25059351.00,845492.52,3979101.80,190757.20
1588618711349,62790,0.351,1.31,0.00405,0.116,7.41,1.539,19.85,1486.30,11940368.00,1818751.60,22328652051.00,25059351.00,843029.67,3980603.60,190916.62
1588618911925,62789,0.35,1.31,0.00403,0.116,7.42,1.539,19.85,1485.97,11939061.00,1818741.60,22361163436.00,25021847.00,843100.78,3978410.10,190916.11
1588619702133,62586,0.351,1.31,0.00406,0.115,7.41,1.537,19.75,1484.43,11956710.00,1855466.00,22447976803.00,25082831.00,841122.32,3975068.80,190438.12
1588620300292,62798,0.35,1.31,0.00408,0.115,7.41,1.542,19.75,1479.61,11797452.00,1848265.30,22481225633.00,25081451.00,840213.25,3977105.00,190422.96
1588620601220,62780,0.35,1.32,0.00407,0.115,7.41,1.538,19.83,1477.91,11835638.00,1854673.40,22488135736.00,25093460.00,837250.19,3973938.70,190684.99
1588620899897,62725,0.352,1.32,0.0041,0.115,7.4,1.539,19.75,1479.15,11832552.00,1876791.80,22490707411.00,25101721.00,838183.98,3974307.10,191677.05
1588621199816,62670,0.352,1.32,0.0041,0.114,7.42,1.537,19.72,1479.65,11707135.00,1878907.40,22549534226.00,25103753.00,838334.69,3957558.70,193481.27
1588621499901,62750,0.352,1.31,0.00411,0.115,7.42,1.539,19.5,1480.25,11661484.00,1876991.10,22561033215.00,24896189.00,837279.21,3965817.70,193419.91
1588621621359,62750,0.352,1.32,0.0041,0.115,7.42,1.537,19.5,1481.49,11658070.00,1904389.80,22547016498.00,24896189.00,835382.21,3960003.50,193418.31
1588621743145,62840,0.352,1.32,0.0041,0.115,7.42,1.537,19.5,1481.50,11647049.00,1901401.40,22546326258.00,24896689.00,834349.52,3960119.80,193418.31
1588621864598,62661,0.35,1.32,0.00409,0.115,7.4,1.537,19.56,1481.06,11636620.00,1901401.40,22536467564.00,24896689.00,835292.77,3960119.80,192965.68
1588622401620,62740,0.349,1.31,0.0041,0.114,7.43,1.539,19.7,1482.50,11612017.00,1901398.20,22347066782.00,25012072.00,832939.60,3959455.00,192661.82
1588622701013,62700,0.35,1.31,0.0041,0.114,7.42,1.54,19.65,1483.42,11599149.00,1901198.20,22315554352.00,24988732.00,834082.02,3960298.10,192521.03
1588623001109,62777,0.351,1.31,0.0041,0.115,7.41,1.537,19.75,1483.48,11620959.00,1901198.20,22276182101.00,24990934.00,834393.97,3957166.10,192669.82
1588623300100,62700,0.351,1.31,0.00409,0.115,7.4,1.537,19.75,1483.88,11656802.00,1901418.00,22258174630.00,24990394.00,834253.47,3957378.20,192149.97
1588623899906,62788,0.35,1.31,0.00408,0.115,7.41,1.547,19.7,1484.20,11662269.00,1901366.50,22258549295.00,25102905.00,834456.07,3998656.30,192157.77
1588624022122,62788,0.35,1.32,0.00408,0.115,7.42,1.54,19.79,1484.71,11656341.00,1905436.80,22165277533.00,25102905.00,832877.21,3997720.80,192628.77
1588624201114,62692,0.35,1.31,0.00407,0.114,7.41,1.547,19.79,1484.08,11661195.00,1906767.00,21975847267.00,25251960.00,822823.36,3990700.40,192525.50
1588625101991,62950,0.349,1.32,0.00407,0.115,7.41,1.545,19.8,1491.72,11342282.00,1876438.10,20955256371.00,25244303.00,801071.70,4002502.00,193111.92
1588626002504,62998,0.351,1.32,0.00404,0.114,7.42,1.544,19.8,1497.88,10988502.00,1802856.60,20140322884.00,24835204.00,794668.25,3928463.50,193129.85
1588626379108,62950,0.347,1.32,0.00398,0.114,7.52,1.55,19.8,1497.47,11113084.00,1799730.20,20138120250.00,24837804.00,819420.77,3941737.80,193127.35
1588626500918,62859,0.35,1.32,0.00397,0.114,7.52,1.549,19.8,1497.54,11122656.00,1798754.50,20040291960.00,24752004.00,817610.60,3951439.00,193119.09
1588626622636,63000,0.349,1.31,0.004,0.115,7.55,1.554,19.89,1500.81,11117679.00,1793369.40,19945819113.00,24933157.00,829341.79,3970290.30,194365.50
1588626744214,63000,0.351,1.32,0.004,0.116,7.56,1.554,19.88,1501.04,11108116.00,1777556.80,19843116463.00,24935463.00,832168.75,3978524.60,193793.75
1588626865910,63050,0.349,1.32,0.00402,0.115,7.54,1.555,19.88,1513.34,11177068.00,1777556.80,19456434573.00,24937851.00,834943.29,3977758.50,191997.64
1588626987545,63000,0.349,1.32,0.00403,0.115,7.52,1.554,19.76,1513.00,11037468.00,1777556.80,19221983994.00,24945922.00,835037.55,3976814.30,192388.43
1588627109235,62916,0.349,1.32,0.00403,0.115,7.5,1.546,19.73,1512.52,10978672.00,1800050.00,19065832609.00,24945644.00,839866.29,3977222.90,192579.61
1588627230815,62950,0.349,1.32,0.00403,0.116,7.5,1.546,19.73,1511.48,10949380.00,1783943.10,18984168613.00,25042296.00,839187.72,3968751.50,192630.43
1588627352455,62948,0.349,1.32,0.00404,0.116,7.49,1.546,19.73,1510.33,10903371.00,1783645.10,18903193890.00,25042296.00,848042.63,3968532.20,192627.85
1588627474116,62920,0.349,1.32,0.00403,0.116,7.5,1.546,19.73,1510.60,10923681.00,1783192.90,18848813932.00,25042296.00,847840.29,3965717.60,192375.58
1588627595711,62920,0.349,1.32,0.00402,0.115,7.5,1.551,19.79,1510.34,10833366.00,1783192.90,18618022707.00,24970270.00,843997.76,3962205.40,191390.40
1588627717441,62950,0.349,1.31,0.004,0.115,7.5,1.551,19.73,1511.58,10808475.00,1782833.40,18183098235.00,24863502.00,834027.29,3926897.60,190947.47
1588627839230,62949,0.349,1.31,0.00398,0.116,7.51,1.544,19.73,1510.41,10715432.00,1772599.70,17733575502.00,24430405.00,835126.48,3883816.20,190596.56
1588627963012,62880,0.351,1.32,0.00399,0.115,7.5,1.544,19.73,1509.97,10640718.00,1769443.20,17340972305.00,24431212.00,827172.47,3834193.60,190454.58
1588628145101,62850,0.349,1.32,0.00399,0.115,7.5,1.554,19.71,1508.86,10568779.00,1767773.80,17073530662.00,24397802.00,830685.91,3825582.20,189927.12
1588628445708,62989,0.351,1.32,0.00393,0.116,7.51,1.545,19.72,1515.02,10467413.00,1764979.50,16634589779.00,24373969.00,827025.62,3802954.00,189889.78
1588628745286,62970,0.351,1.31,0.00394,0.115,7.56,1.546,19.69,1513.69,10245924.00,1701898.80,16097355886.00,24353923.00,819270.15,3761018.60,187252.78
1588629045232,62966,0.349,1.31,0.00393,0.116,7.65,1.546,19.82,1510.99,10123639.00,1701064.60,15683516712.00,24343765.00,858513.95,3753748.30,187340.40
1588629345737,62979,0.35,1.31,0.00395,0.115,7.75,1.547,19.6,1512.71,10107662.00,1714402.00,15171090383.00,24390466.00,980053.61,3739494.20,187314.95
1588629645482,63085,0.349,1.31,0.00395,0.115,7.75,1.551,19.8,1528.10,10253422.00,1704100.80,14875330353.00,24062251.00,1080843.76,3736986.60,188144.01
1588629944700,63145,0.349,1.31,0.00397,0.115,7.71,1.55,19.69,1532.63,10151394.00,1701522.10,14587119680.00,24318723.00,1138126.60,3732935.60,187627.43
1588630224839,63100,0.351,1.31,0.00396,0.114,7.7,1.549,19.69,1534.89,10113188.00,1675984.70,14392516024.00,24126190.00,1147015.76,3699073.00,187621.14
1588630546470,63000,0.35,1.32,0.00396,0.114,7.63,1.548,19.72,1522.74,10023499.00,1668427.60,14217703797.00,24129064.00,1161077.17,3669511.30,187303.87
1588630688828,62907,0.35,1.32,0.00396,0.114,7.66,1.548,19.66,1519.39,10029373.00,1663701.90,14097794523.00,24128837.00,1164468.40,3665722.60,190650.08
1588630811477,63100,0.35,1.32,0.00396,0.114,7.73,1.548,19.88,1525.14,10018373.00,1663951.90,14054676938.00,24128837.00,1177917.02,3654495.20,191193.97
1588631445300,63000,0.35,1.32,0.00395,0.116,7.63,1.55,19.67,1519.29,10004350.00,1641114.90,13771902092.00,24180638.00,1194793.98,3637890.50,190649.83
1588631745556,62851,0.35,1.33,0.00394,0.115,7.61,1.55,19.67,1520.16,9954355.00,1653252.20,13619218510.00,24185213.00,1195584.09,3645859.30,190648.83
1588632046669,62900,0.349,1.32,0.00396,0.115,7.62,1.549,19.71,1518.07,9955219.00,1663595.70,13489769347.00,24179257.00,1197581.08,3646285.10,190331.00
1588632347327,62860,0.349,1.32,0.00395,0.115,7.61,1.549,19.85,1516.79,10051438.00,1663584.10,13326457506.00,24074703.00,1203642.91,3646201.60,190325.90
1588632645998,62880,0.349,1.32,0.00394,0.114,7.65,1.546,19.71,1513.81,9977088.00,1638852.90,13149366499.00,24045504.00,1214296.97,3652018.50,190431.61
1588632870682,62811,0.349,1.32,0.00395,0.114,7.62,1.547,19.71,1512.37,9970470.00,1637852.90,12997912107.00,24045504.00,1220445.25,3635297.20,190431.61
1588633246242,62650,0.348,1.32,0.00393,0.115,7.6,1.545,19.72,1511.10,10018486.00,1635446.40,12946712652.00,24167176.00,1224182.27,3653748.30,190490.16
1588633545124,62830,0.349,1.32,0.00397,0.115,7.59,1.545,19.71,1510.55,10084855.00,1635446.40,12804528671.00,24116526.00,1230395.42,3645100.30,190884.45
1588633770451,62840,0.351,1.31,0.00399,0.115,7.59,1.545,19.71,1510.52,10094798.00,1635512.70,12755748525.00,24203704.00,1223247.98,3643851.00,190884.45
1588633933052,62800,0.351,1.31,0.00407,0.116,7.57,1.545,19.71,1509.80,10094798.00,1634760.20,12721824248.00,24194737.00,1230391.57,3643871.00,190884.45
1588634054348,62800,0.349,1.32,0.00407,0.116,7.62,1.545,19.71,1509.75,10111855.00,1635519.40,12723884960.00,24189501.00,1233562.21,3642356.90,190884.45
1588634175931,62781,0.349,1.32,0.00409,0.116,7.62,1.543,19.65,1508.56,10106159.00,1635584.90,12765866095.00,24187309.00,1233562.21,3640328.50,191034.45
1588634329047,62801,0.351,1.32,0.0041,0.116,7.57,1.543,19.65,1508.65,10095592.00,1635120.10,12779315962.00,24187309.00,1239903.51,3634937.10,191034.45
1588634450528,62899,0.351,1.32,0.00408,0.114,7.57,1.543,19.65,1508.13,10126604.00,1614718.70,12774070738.00,24191649.00,1240084.86,3634571.80,191034.45
1588634572558,62899,0.351,1.32,0.00408,0.114,7.61,1.543,19.65,1508.28,10126582.00,1615360.90,12785061327.00,24189895.00,1240404.15,3634890.60,191034.45
1588634694004,62765,0.35,1.31,0.00409,0.116,7.56,1.543,19.65,1508.33,10117312.00,1616878.60,12795455745.00,24189996.00,1245609.08,3631311.70,191034.45
1588634815447,62899,0.35,1.31,0.00406,0.114,7.53,1.543,19.65,1507.74,10120877.00,1612699.90,12815317511.00,24190097.00,1250710.50,3631311.70,191034.45
1588634937262,62800,0.35,1.32,0.00406,0.114,7.56,1.543,19.64,1507.99,10119116.00,1577616.60,12837675055.00,24142427.00,1257396.97,3630492.90,191114.94
1588635361449,62575,0.347,1.32,0.00406,0.114,7.59,1.543,19.6,1509.98,10130732.00,1585435.60,12809194267.00,23844367.00,1262105.19,3629885.20,191773.34
1588635482994,62516,0.35,1.32,0.00406,0.114,7.54,1.541,19.6,1510.84,10130636.00,1585435.60,12793006470.00,23691502.00,1260110.97,3629897.60,191773.34
1588635645078,62555,0.35,1.33,0.00406,0.114,7.52,1.537,19.6,1514.93,10130865.00,1585402.80,12765924704.00,23682516.00,1260190.20,3631830.70,191770.89
1588635946287,62556,0.351,1.31,0.00405,0.114,7.53,1.537,19.6,1510.85,10129564.00,1588899.20,12747212356.00,23674184.00,1268385.04,3631830.70,191765.96
1588636244520,62580,0.348,1.31,0.004,0.114,7.52,1.542,19.6,1510.56,10128743.00,1585889.70,12723181108.00,23674184.00,1272675.61,3642644.30,191765.96
1588636545113,62650,0.348,1.31,0.00404,0.114,7.52,1.538,19.6,1513.33,10118741.00,1584899.20,12670148241.00,23653824.00,1269652.70,3641830.80,191764.49
1588636845834,62798,0.35,1.31,0.00405,0.114,7.52,1.538,19.6,1513.57,10133026.00,1573563.70,12651280809.00,23587172.00,1271538.62,3641624.80,193639.83
1588637144942,62899,0.35,1.31,0.00404,0.115,7.53,1.544,19.6,1513.79,10098180.00,1570615.30,12632946610.00,23660835.00,1274024.03,3670843.80,193639.83
1588637444589,62900,0.35,1.32,0.00406,0.115,7.53,1.544,19.6,1516.15,10077884.00,1578175.90,12604706444.00,23527607.00,1277855.28,3671807.80,193639.83
1588637745158,62810,0.352,1.33,0.00405,0.115,7.52,1.544,19.56,1517.38,10157964.00,1582599.50,12575839107.00,23526082.00,1270011.31,3684217.60,193741.08
1588638645513,62700,0.347,1.32,0.00403,0.116,7.5,1.548,19.56,1511.16,10008082.00,1577793.90,12407339501.00,23223744.00,1273390.99,3639031.10,193763.71
1588638944799,62700,0.348,1.32,0.00402,0.116,7.49,1.54,19.56,1510.50,10010908.00,1575532.60,12355825624.00,23223744.00,1276933.00,3641670.70,193764.30
1588639148435,62800,0.35,1.32,0.00402,0.116,7.53,1.54,19.56,1509.95,9964536.00,1575456.90,12335621696.00,23200673.00,1277310.95,3639326.60,193634.01
1588639269855,62700,0.35,1.32,0.00402,0.116,7.5,1.544,19.56,1499.69,9983436.00,1575456.90,12320918815.00,23200673.00,1281967.68,3577041.50,193561.66
1588639391347,62700,0.351,1.32,0.00402,0.116,7.5,1.544,19.56,1498.16,9996163.00,1572157.90,12294198996.00,23200673.00,1283255.38,3576877.50,193561.66
1588639512774,62800,0.351,1.32,0.00402,0.115,7.5,1.544,19.56,1498.16,9971703.00,1548271.20,12288462075.00,23244503.00,1283272.97,3576815.30,193560.19
1588639635146,62810,0.352,1.33,0.00402,0.115,7.5,1.547,19.56,1498.66,9989364.00,1583809.10,12249815786.00,23244503.00,1284562.92,3576621.00,193560.19
1588639756752,62810,0.348,1.33,0.00403,0.115,7.5,1.541,19.56,1498.18,9989324.00,1583832.50,12225672795.00,23244503.00,1284257.68,3564081.80,193560.19
1588639878137,62810,0.352,1.34,0.00402,0.116,7.5,1.541,19.56,1498.02,10021321.00,1582938.50,12201137463.00,23330709.00,1283557.35,3564081.80,193560.19
1588639999609,62810,0.349,1.34,0.00403,0.116,7.5,1.541,19.56,1495.07,10013284.00,1582938.50,12139849345.00,23330561.00,1279184.29,3564081.80,193560.19
1588640122578,62910,0.352,1.34,0.00401,0.117,7.5,1.541,19.56,1492.94,10072711.00,1582556.90,12088159958.00,23676269.00,1279184.29,3564081.80,193560.19
1588640244170,62910,0.349,1.34,0.00401,0.117,7.5,1.548,19.56,1488.91,10082629.00,1582556.90,12053586906.00,23247501.00,1279138.11,3560281.40,193315.43
1588640365479,62910,0.349,1.34,0.00401,0.117,7.5,1.548,19.7,1487.62,10082662.00,1581066.70,12029806257.00,23243218.00,1279138.11,3571138.00,193399.53
1588640448896,62801,0.353,1.34,0.00403,0.117,7.5,1.55,19.77,1487.01,10091270.00,1581459.80,12014388714.00,23243218.00,1278301.61,3590706.70,194120.52
1588640571297,62802,0.351,1.34,0.00403,0.117,7.54,1.55,19.77,1486.94,10223515.00,1581459.80,11971752910.00,23243218.00,1278375.41,3590706.70,194121.26
1588640692690,62785,0.351,1.34,0.00401,0.115,7.52,1.55,19.77,1486.73,10193534.00,1581459.80,11896649539.00,23257212.00,1278775.41,3590706.70,194065.79
1588640814106,62785,0.351,1.32,0.00401,0.115,7.52,1.55,19.58,1486.51,10194047.00,1570383.10,11819940114.00,23123531.00,1278775.41,3591471.70,194444.97
1588640935505,62785,0.352,1.33,0.00401,0.115,7.52,1.55,19.58,1486.46,10190707.00,1644472.70,11616697672.00,23123890.00,1277445.62,3592749.50,194444.97
1588641056985,62786,0.351,1.33,0.00401,0.115,7.53,1.553,19.58,1486.27,10197709.00,1643328.80,11469968280.00,23102652.00,1277810.91,3575049.00,194444.97
1588641178921,62784,0.351,1.33,0.00402,0.115,7.54,1.553,19.58,1485.83,10215158.00,1633243.40,11402971361.00,23104345.00,1278011.63,3573707.80,194444.97
1588641301224,62784,0.351,1.33,0.00402,0.116,7.54,1.544,19.58,1479.95,10214601.00,1633167.20,11314535696.00,23188693.00,1277528.20,3572180.10,194441.03
1588641422913,62727,0.351,1.34,0.00401,0.116,7.54,1.544,19.58,1475.53,10222770.00,1639012.00,11274951795.00,23188693.00,1277528.20,3560754.20,194441.03
1588641545385,62727,0.351,1.34,0.00401,0.116,7.52,1.543,19.58,1458.35,10198361.00,1639012.00,11239700835.00,23188693.00,1277435.70,3497833.90,192659.94
1588641945048,62862,0.351,1.33,0.00402,0.116,7.53,1.554,19.58,1425.33,10050749.00,1572078.10,10800656679.00,23020486.00,1274328.36,3392575.80,184339.95
